MS_Class_A_coverage,MS_Class_A_occurrence,MS_Class_A_duration_ms,MS_Class_B_coverage,MS_Class_B_occurrence,MS_Class_B_duration_ms,MS_Class_C_coverage,MS_Class_C_occurrence,MS_Class_C_duration_ms,MS_Class_D_coverage,MS_Class_D_occurrence,MS_Class_D_duration_ms,subject,band
0.4712041205547699,4.271702323650375,110.30827638572514,0.32416933715635016,4.005734525215045,80.92631578947369,0.11497593315775134,3.4121722433410744,33.6958174904943,0.08965060913112861,3.1526914643797763,28.43621399176955,sub-001,delta
0.4829456258027687,11.20308263165406,43.10828025477707,0.30752364518598285,10.23976023976024,30.032309154260375,0.12828729711846595,8.439612335716232,15.200614911606456,0.08124343189278255,6.6946040972015,12.135658914728682,sub-001,theta
0.488005500992514,18.157167507816858,26.876741693461952,0.2729608054283379,15.484515484515486,17.627984918307497,0.13913359367904823,12.500486526460552,11.130254281266216,0.0999000999000999,10.405179236348069,9.600997506234414,sub-001,alpha
0.4058287391620725,4.5001295001295,90.1815690304899,0.16251032917699584,3.541211874545208,45.891162385720506,0.27611894278560944,4.537129537129537,60.857628270472304,0.1555419888753222,4.0638373971707304,38.274658573596355,sub-002,delta
0.3703580370247037,10.54963554963555,35.10623995323689,0.14215414215414215,8.01359134692468,17.73913043478261,0.31782415115748447,10.78396911730245,29.471908506075767,0.16966366966366966,9.36100936100936,18.124505928853754,sub-002,theta
0.3755380422047089,16.554433221099888,22.685043769789534,0.16079599412932746,12.291720625053959,13.081650570676032,0.32159815493148824,16.52976652976653,19.455698563700803,0.14206780873447541,13.340055006721673,10.649716861204206,sub-002,alpha
0.5383496503496503,4.487512487512488,119.96616206589492,0.13852547452547453,3.3966033966033966,40.783529411764704,0.2260939060939061,4.085914085914086,55.334963325183374,0.09703096903096903,3.3506493506493507,28.958855098389982,sub-003,delta
0.6488551448551448,13.608391608391608,47.68051681104096,0.09502497502497502,8.953046953046954,10.613702298594063,0.19355044955044956,11.624375624375624,16.650395324853903,0.06256943056943057,7.664335664335664,8.16371220020855,sub-003,theta
0.5544375624375625,16.14185814185814,34.347815323678674,0.11834565434565435,10.2997002997003,11.490203685741998,0.23735464535464534,14.155844155844155,16.76725476358504,0.08986213786213786,9.962037962037963,9.020457280385079,sub-003,alpha
0.5588411588411588,4.87012987012987,114.74871794871795,0.0653269807115961,2.6185353108430034,24.9479090242113,0.22103281334050565,4.676093137631599,47.26869350862777,0.15479904710673942,4.439790978252517,34.86629164863695,sub-004,delta
0.463229078613694,11.44048259432875,40.49034424853065,0.047337278106508875,4.616537308845001,10.253849354972951,0.30290478752017214,11.159993852301545,27.142021001893614,0.186528855759625,10.458771997233535,17.834680382072005,sub-004,theta
0.4543763928379313,16.335587489433642,27.815124073856285,0.05894874356412818,6.601091216475832,8.930151338766008,0.304318758164912,16.2068700530239,18.77714556661925,0.18235610543302852,14.591178052716515,12.497695852534562,sub-004,alpha
0.5058082413454315,3.9155059816216844,129.18081180811808,0.26519761230505035,3.5687453042824946,74.31116252168884,0.16655245580865416,3.527464271265924,47.215915740198945,0.0624416905408641,2.7720213670626896,22.525688756515265,sub-005,delta
0.5460324799167774,10.799118237134767,50.56269113149847,0.2218442714310483,9.321257255141553,23.799822852081487,0.16737807646898556,9.348089926602324,17.905056303819826,0.06474517218318872,6.555428043031349,9.876574307304786,sub-005,theta
0.5560224899067874,19.81695989960453,28.057910634308925,0.20075791976618423,15.763162457377334,12.735891056697657,0.1722822631913541,15.899389866332015,10.835778268207193,0.07093732713567424,10.553496090686174,6.7216898102875025,sub-005,alpha
0.4220856067009913,3.963344347959733,106.4973339796413,0.14811342503650196,2.972027972027972,49.835811247575954,0.22167063705525245,3.7846768615999387,58.57055837563452,0.20813033120725427,3.809651886574964,54.632375189107414,sub-006,delta
0.40274341043571815,12.771843541074311,31.533694344163656,0.16680242834088987,9.815184815184816,16.994323742415347,0.28233305156382077,12.685391531545378,22.256550053006208,0.1481211096595712,11.021670637055253,13.439079658358027,sub-006,theta
0.47011450088373163,17.939752555137172,26.205183122724353,0.15251671405517558,13.031199569661108,11.703965796845054,0.26483516483516484,16.75247829093983,15.808715596330273,0.11253362022592792,12.635441481595327,8.906188231716587,sub-006,alpha
