band,metric,n_total,n_impaired,n_unimpaired,mean_impaired,std_impaired,mean_unimpaired,std_unimpaired,t_stat,p_group,cohens_d,rho_MoCA,p_corr
beta,delta,100,53,47,-0.0027457587167438536,0.009838251587127058,0.0014196051046354548,0.013785252611293658,-1.7193016502176257,0.08932685181471824,-0.35133821895421213,0.174183664722984,0.08305778656386946
